domain,recording_id,source_frame_index,timestamp_ns,timestamp_s,image_path,selection_reason,failure_mode_candidate,confidence,entropy,split_group,route_segment,route_progression,pairing_id,strata_covered,expected_classes,hand_visibility_candidate,provenance
car,car_2e84f0c3e245,2930,1348256117932,1348.256117932,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_002930.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.7985392137122708,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:out_of_frame;light:dark;motion:low;route:q3;scene:boundary;scene:markings;scene:pedestrian;scene:signage;scene:traffic,lane_marking;other_environment;pedestrian;regulatory_road_marking;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,2970,1352255737921,1352.255737921,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_002970.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.8169633039408656,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:out_of_frame;light:dark;motion:medium;route:q3;scene:boundary;scene:markings;scene:pedestrian;scene:traffic,lane_marking;other_environment;pedestrian;regulatory_road_marking;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,3000,1355255193600,1355.2551936,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003000.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.828674350886004,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:out_of_frame;light:normal;motion:medium;route:q3;scene:boundary;scene:markings;scene:pedestrian;scene:signage;scene:traffic,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,3090,1364254534069,1364.254534069,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003090.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q3,0.8538791640843425,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:out_of_frame;light:dark;motion:medium;route:q3;scene:boundary;scene:clear;scene:markings;scene:pedestrian;scene:signage,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,320,1087275350725,1087.275350725,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_000320.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q0,0.0,,cockpit:prominent;domain:car;geometry:straight;hand:left:out_of_frame;hand:right:out_of_frame;light:normal;motion:medium;route:q0;scene:boundary;scene:markings;scene:pedestrian;scene:traffic,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,790,1134272306548,1134.272306548,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_000790.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q0,0.0,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:out_of_frame;light:dark;motion:medium;route:q0;scene:boundary;scene:clear;scene:markings;scene:pedestrian;scene:signage,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,920,1147271016974,1147.271016974,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_000920.jpg,[external_validation] extends coverage of already represented conditions,,,,external_validation,q0,0.0,,cockpit:prominent;domain:car;geometry:turning;hand:left:visible;hand:right:visible;light:normal;motion:high;route:q0;scene:boundary;scene:markings;scene:pedestrian;scene:traffic,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""visible""}",{}
car,car_2e84f0c3e245,3730,1428249637953,1428.249637953,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003730.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,1.0,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:out_of_frame;light:dark;motion:medium;route:q3;scene:boundary;scene:clear;scene:pedestrian,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,3710,1426249379381,1426.249379381,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003710.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,1.0,,cockpit:prominent;domain:car;geometry:turning;hand:left:visible;hand:right:out_of_frame;light:dark;motion:high;route:q3;scene:boundary;scene:clear;scene:pedestrian;scene:signage,other_environment;pedestrian;road_boundary_or_obstacle;road_surface;traffic_sign,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,2440,1299258276402,1299.258276402,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_002440.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.5793415136551976,,cockpit:prominent;domain:car;geometry:turning;hand:left:visible;hand:right:out_of_frame;light:normal;motion:high;route:q2;scene:clear;scene:markings;scene:two_wheeler,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,3640,1419249495099,1419.249495099,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003640.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,1.0,,cockpit:prominent;domain:car;geometry:straight;hand:left:out_of_frame;hand:right:out_of_frame;light:normal;motion:medium;route:q3;scene:boundary;scene:traffic,other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,1850,1240264369296,1240.264369296,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_001850.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.35549596138732314,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:partially_visible;light:dark;motion:medium;route:q1;scene:boundary;scene:clear,other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""partially_visible""}",{}
car,car_2e84f0c3e245,2260,1281260611423,1281.260611423,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_002260.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.5543351153933821,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:partially_visible;light:normal;motion:medium;route:q2;scene:pedestrian;scene:traffic;scene:two_wheeler,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""partially_visible""}",{}
car,car_2e84f0c3e245,1470,1202267029255,1202.267029255,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_001470.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.23840614346078146,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:partially_visible;light:dark;motion:medium;route:q0;scene:boundary;scene:markings;scene:pedestrian;scene:traffic,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""partially_visible""}",{}
car,car_2e84f0c3e245,2800,1335256614579,1335.256614579,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_002800.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.7312099102026837,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:out_of_frame;light:dark;motion:low;route:q2;scene:boundary;scene:clear;scene:pedestrian;scene:signage,other_environment;pedestrian;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,2550,1310258685849,1310.258685849,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_002550.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.6268287778327624,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:out_of_frame;light:dark;motion:medium;route:q2;scene:markings;scene:pedestrian;scene:traffic,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,1250,1180268830536,1180.268830536,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_001250.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.08085446194778512,,cockpit:prominent;domain:car;geometry:turning;hand:left:visible;hand:right:visible;light:dark;motion:high;route:q0;scene:boundary;scene:clear;scene:markings,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""visible""}",{}
car,car_2e84f0c3e245,1760,1231264855662,1231.264855662,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_001760.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q1,0.3325789499865,,cockpit:prominent;domain:car;geometry:turning;hand:left:visible;hand:right:not_visible;light:dark;motion:high;route:q1;scene:boundary;scene:pedestrian;scene:traffic,other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""not_visible""}",{}
car,car_2e84f0c3e245,3400,1395252351807,1395.252351807,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003400.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.98687717652271,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:visible;light:dark;motion:medium;route:q3;scene:boundary;scene:pedestrian;scene:traffic,other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""visible""}",{}
car,car_2e84f0c3e245,3240,1379253809881,1379.253809881,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003240.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.9346982570136254,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:out_of_frame;light:dark;motion:low;route:q3;scene:boundary;scene:clear;scene:markings;scene:pedestrian,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,660,1121272925787,1121.272925787,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_000660.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.0,,cockpit:prominent;domain:car;geometry:turning;hand:left:visible;hand:right:visible;light:normal;motion:high;route:q0;scene:boundary;scene:pedestrian;scene:traffic,other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""visible""}",{}
car,car_2e84f0c3e245,3310,1386253036652,1386.253036652,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003310.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.9680807740977627,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:out_of_frame;light:normal;motion:low;route:q3;scene:boundary;scene:markings;scene:pedestrian;scene:traffic,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,2520,1307258515756,1307.258515756,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_002520.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.6096926052653721,,cockpit:prominent;domain:car;geometry:straight;hand:left:visible;hand:right:out_of_frame;light:normal;motion:medium;route:q2;scene:clear;scene:markings;scene:pedestrian,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,2460,1301259009683,1301.259009683,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_002460.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q2,0.5879999990248586,,cockpit:prominent;domain:car;geometry:turning;hand:left:visible;hand:right:out_of_frame;light:normal;motion:high;route:q2;scene:boundary;scene:clear;scene:pedestrian,lane_marking;other_environment;pedestrian;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,3030,1358254693162,1358.254693162,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003030.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.8374826677543055,,cockpit:prominent;domain:car;geometry:turning;hand:left:visible;hand:right:out_of_frame;light:normal;motion:high;route:q3;scene:boundary;scene:pedestrian;scene:signage;scene:traffic,other_environment;pedestrian;road_boundary_or_obstacle;road_surface;traffic_sign;vehicle,"{""left"": ""visible"", ""right"": ""out_of_frame""}",{}
car,car_2e84f0c3e245,690,1124272792714,1124.272792714,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_000690.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q0,0.0,,cockpit:prominent;domain:car;geometry:turning;hand:left:partially_visible;hand:right:partially_visible;light:normal;motion:high;route:q0;scene:boundary;scene:clear;scene:signage,other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""partially_visible"", ""right"": ""partially_visible""}",{}
car,car_2e84f0c3e245,3060,1361254376475,1361.254376475,output/article1/ingestion/scout/car_2e84f0c3e245/frames/rectified/frame_003060.jpg,[cockpit_training] extends coverage of already represented conditions,,,,cockpit_training,q3,0.8449916351932272,,cockpit:prominent;domain:car;geometry:straight;hand:left:out_of_frame;hand:right:out_of_frame;light:normal;motion:medium;route:q3;scene:boundary;scene:markings;scene:traffic,lane_marking;other_environment;road_boundary_or_obstacle;road_surface;vehicle,"{""left"": ""out_of_frame"", ""right"": ""out_of_frame""}",{}
