image_name,image_relative_path,preannotation_relative_path,domain,recording_id,source_frame_index,timestamp_ns,split_group,selection_reason,expected_classes,failure_mode_candidate,hand_visibility_candidate,route_segment,route_progression,pairing_id,image_sha256,preannotation_sha256
car_2e84f0c3e245_003350.jpg,images/car_2e84f0c3e245_003350.jpg,,car,car_2e84f0c3e245,3350,1390252744912,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'regulatory_road_marking', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q3,0.9789866803146396,,96d095b00391fbf8f78c2f66cd80f0f75ecd8054915d64b784c46027db18717b,
car_2e84f0c3e245_000620.jpg,images/car_2e84f0c3e245_000620.jpg,,car,car_2e84f0c3e245,620,1117273519620,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'regulatory_road_marking', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'partially_visible', 'right': 'visible'}",q0,0.0,,ea062968426ee107e2d2adfd3ab052a0a7bbb897e7c95a8927d9e14f3a0b343b,
car_2e84f0c3e245_000720.jpg,images/car_2e84f0c3e245_000720.jpg,,car,car_2e84f0c3e245,720,1127273001922,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q0,0.0,,a603c469e9ae10e06038fe104ab32e45c2f7cfc06491d99221b2168cb1c01777,
car_2e84f0c3e245_000760.jpg,images/car_2e84f0c3e245_000760.jpg,,car,car_2e84f0c3e245,760,1131272559516,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'visible'}",q0,0.0,,e9019422844e5dfd71e1a6b3cad471efd0a0be9a3663a366b687cfe374940286,
car_2e84f0c3e245_000980.jpg,images/car_2e84f0c3e245_000980.jpg,,car,car_2e84f0c3e245,980,1153270909506,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'two_wheeler', 'vehicle']",,"{'left': 'visible', 'right': 'visible'}",q0,0.0,,3065f28321e48770eb77169ecc8221e45817de776d8707d1fe9d027fd84abe47,
car_2e84f0c3e245_001360.jpg,images/car_2e84f0c3e245_001360.jpg,,car,car_2e84f0c3e245,1360,1191268122859,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'partially_visible'}",q0,0.16352413562535703,,3d3ab30936e1b853061ed07b8f77e15263cb4096811e1356c160b337fe7310b8,
car_2e84f0c3e245_001610.jpg,images/car_2e84f0c3e245_001610.jpg,,car,car_2e84f0c3e245,1610,1216266170120,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'regulatory_road_marking', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q1,0.3169261314867071,,5b2dc97c1421eb81bc9ceb414261bf223ecfaa17b6a4f89b59e3bddcf14981f0,
car_2e84f0c3e245_001650.jpg,images/car_2e84f0c3e245_001650.jpg,,car,car_2e84f0c3e245,1650,1220265854130,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q1,0.32523210960120696,,a99fb6b32bfe47a340646e54f92b5c72fd4f55dfb7543e7b1cd8f199d497dec2,
car_2e84f0c3e245_002030.jpg,images/car_2e84f0c3e245_002030.jpg,,car,car_2e84f0c3e245,2030,1258262826141,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'regulatory_road_marking', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'visible'}",q1,0.44464406341350393,,602e118031af689abef67b6d4ffcda2a141725264806ea096792a8209bd9de69,
car_2e84f0c3e245_002490.jpg,images/car_2e84f0c3e245_002490.jpg,,car,car_2e84f0c3e245,2490,1304258680370,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q2,0.5998973673846895,,7247cf2ec9fcc660baab83a06dbf28d9ed027f5613a053bf494de924b66a42c4,
car_2e84f0c3e245_002590.jpg,images/car_2e84f0c3e245_002590.jpg,,car,car_2e84f0c3e245,2590,1314257136401,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q2,0.6496504566916403,,4e812bf37d2be47eac0361a6106dd1f57df26ea26c668e8ac564ee57f1d45d20,
car_2e84f0c3e245_002660.jpg,images/car_2e84f0c3e245_002660.jpg,,car,car_2e84f0c3e245,2660,1321257887838,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q2,0.6735568433177518,,93a69cd8ac1cc3a8ddb4e64d1d579d462aa9e3356d32712ce2c286d685b2fce4,
car_2e84f0c3e245_002760.jpg,images/car_2e84f0c3e245_002760.jpg,,car,car_2e84f0c3e245,2760,1331257241359,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'partially_visible'}",q2,0.712051762652842,,38ddce1e7573f25cff1e04b330fddb3ded2bc39f9804ff128dd2217d5fa412b2,
car_2e84f0c3e245_002930.jpg,images/car_2e84f0c3e245_002930.jpg,,car,car_2e84f0c3e245,2930,1348256117932,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'regulatory_road_marking', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q3,0.7985392137122708,,b479bcbe31abb2a685f167fe1dc2a8ac50ee645e4c7d3a57dfa3a5facd12180a,
car_2e84f0c3e245_002970.jpg,images/car_2e84f0c3e245_002970.jpg,,car,car_2e84f0c3e245,2970,1352255737921,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'regulatory_road_marking', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q3,0.8169633039408656,,d5a187530fb68011d4aa7d611d03761150450793c13cf1812e85786457d5bb23,
car_2e84f0c3e245_003000.jpg,images/car_2e84f0c3e245_003000.jpg,,car,car_2e84f0c3e245,3000,1355255193600,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q3,0.828674350886004,,30ac81d4661de4b5103a8a7c11b5e98a28b7014325818a1835532c27a5ecabcf,
car_2e84f0c3e245_003090.jpg,images/car_2e84f0c3e245_003090.jpg,,car,car_2e84f0c3e245,3090,1364254534069,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q3,0.8538791640843425,,0da866387934dfdbb5c23e0750ad3087b7917541e14e62e38d042421a7b02bf3,
car_2e84f0c3e245_000320.jpg,images/car_2e84f0c3e245_000320.jpg,,car,car_2e84f0c3e245,320,1087275350725,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'out_of_frame', 'right': 'out_of_frame'}",q0,0.0,,8ac6fccdee6e3c939c799545c74bf661756005fa70831f2ff269dcc2b0360d57,
car_2e84f0c3e245_000790.jpg,images/car_2e84f0c3e245_000790.jpg,,car,car_2e84f0c3e245,790,1134272306548,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q0,0.0,,c79e0e09428e1a3528490e547402bdd7b95e3232c2814708f31488b9e960085c,
car_2e84f0c3e245_000920.jpg,images/car_2e84f0c3e245_000920.jpg,,car,car_2e84f0c3e245,920,1147271016974,external_validation,[external_validation] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'visible'}",q0,0.0,,911d9e47bcd122c57a6ab2b86a5402c1ee27d34973284f8f0230e27f76dec1e2,
car_2e84f0c3e245_003730.jpg,images/car_2e84f0c3e245_003730.jpg,,car,car_2e84f0c3e245,3730,1428249637953,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface']",,"{'left': 'visible', 'right': 'out_of_frame'}",q3,1.0,,13e76d2ea758a5f181e8a7ab912fd9e10dd116638739ab46539d2d4ce122470b,
car_2e84f0c3e245_003710.jpg,images/car_2e84f0c3e245_003710.jpg,,car,car_2e84f0c3e245,3710,1426249379381,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign']",,"{'left': 'visible', 'right': 'out_of_frame'}",q3,1.0,,c9d358df4ce85afc0dda86d9ea189d981ae4def608a9fbeb777555c1da7534eb,
car_2e84f0c3e245_002440.jpg,images/car_2e84f0c3e245_002440.jpg,,car,car_2e84f0c3e245,2440,1299258276402,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q2,0.5793415136551976,,eb942d7845f99ecfc46ab8b405e38c83bd2d998e478463d3373d30808ebe9840,
car_2e84f0c3e245_003640.jpg,images/car_2e84f0c3e245_003640.jpg,,car,car_2e84f0c3e245,3640,1419249495099,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['other_environment', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'out_of_frame', 'right': 'out_of_frame'}",q3,1.0,,05d3d86f2dd5831a159f7db62a229259439df1587303e3897e07c3ea2d2e9f7b,
car_2e84f0c3e245_001850.jpg,images/car_2e84f0c3e245_001850.jpg,,car,car_2e84f0c3e245,1850,1240264369296,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['other_environment', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'partially_visible'}",q1,0.35549596138732314,,32da30eb8d591f8dc8a47bbf8bc03873ef07ae9abf40784262b9c049566bab62,
car_2e84f0c3e245_002260.jpg,images/car_2e84f0c3e245_002260.jpg,,car,car_2e84f0c3e245,2260,1281260611423,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'partially_visible'}",q2,0.5543351153933821,,27644fcc1d42d6d687b5976772dea34bc766a35b6835c5e3af03b8af853ddd18,
car_2e84f0c3e245_001470.jpg,images/car_2e84f0c3e245_001470.jpg,,car,car_2e84f0c3e245,1470,1202267029255,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'partially_visible'}",q0,0.23840614346078146,,b737523fcade5a02df455da93d89dcafda025b68028a03b891db7595aeb0db0a,
car_2e84f0c3e245_002800.jpg,images/car_2e84f0c3e245_002800.jpg,,car,car_2e84f0c3e245,2800,1335256614579,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q2,0.7312099102026837,,2af2bf85b5c0ad6328f21030a01cf7ddc465a4ed5b247cffa22756e6869cb57c,
car_2e84f0c3e245_002550.jpg,images/car_2e84f0c3e245_002550.jpg,,car,car_2e84f0c3e245,2550,1310258685849,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q2,0.6268287778327624,,5496ca4fcb47973fc1e5adcf05808bc9b57c665d0c9b59b9fb6a0c36ef89d06c,
car_2e84f0c3e245_001250.jpg,images/car_2e84f0c3e245_001250.jpg,,car,car_2e84f0c3e245,1250,1180268830536,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'visible'}",q0,0.08085446194778512,,e2323899a5dca37c06004a956409ef6e236bf7b131ff8a9bc919ea8f7cb3cebf,
car_2e84f0c3e245_001760.jpg,images/car_2e84f0c3e245_001760.jpg,,car,car_2e84f0c3e245,1760,1231264855662,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'not_visible'}",q1,0.3325789499865,,9c363697dfb9bdbac8dcfb55de4398447e1566e6dc20f69251f135c80e4fe28e,
car_2e84f0c3e245_003400.jpg,images/car_2e84f0c3e245_003400.jpg,,car,car_2e84f0c3e245,3400,1395252351807,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'visible'}",q3,0.98687717652271,,ece809a247f2e2ac4d750cf59be1f78a52eddb6fc6e2049d8386c577871e0d9c,
car_2e84f0c3e245_003240.jpg,images/car_2e84f0c3e245_003240.jpg,,car,car_2e84f0c3e245,3240,1379253809881,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q3,0.9346982570136254,,5be1ac8ef33b8256bcceb3758a9fe8d1fb77dc2a6ffd860e1d7fe3b2f1924c32,
car_2e84f0c3e245_000660.jpg,images/car_2e84f0c3e245_000660.jpg,,car,car_2e84f0c3e245,660,1121272925787,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'visible'}",q0,0.0,,650eecfb88a5eb4da18fb68810709effac086febbd27c9cdd4b97155eae716be,
car_2e84f0c3e245_003310.jpg,images/car_2e84f0c3e245_003310.jpg,,car,car_2e84f0c3e245,3310,1386253036652,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q3,0.9680807740977627,,008422f0b247f44c15c63130344491abb42c28fb93d6484dcfef2aed46a708af,
car_2e84f0c3e245_002520.jpg,images/car_2e84f0c3e245_002520.jpg,,car,car_2e84f0c3e245,2520,1307258515756,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q2,0.6096926052653721,,980156c82bc167a607c86ddb567657c8e5d948c169b1627edfa9441d6b9f6094,
car_2e84f0c3e245_002460.jpg,images/car_2e84f0c3e245_002460.jpg,,car,car_2e84f0c3e245,2460,1301259009683,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q2,0.5879999990248586,,323e26d61d6c251c4f0132956aeef861d03a83fe09609a1b9300de25715306c4,
car_2e84f0c3e245_003030.jpg,images/car_2e84f0c3e245_003030.jpg,,car,car_2e84f0c3e245,3030,1358254693162,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q3,0.8374826677543055,,c1587aa6459067ce85c287ad0636e42eda983784310a52f6d31cc0550c42904b,
car_2e84f0c3e245_000690.jpg,images/car_2e84f0c3e245_000690.jpg,,car,car_2e84f0c3e245,690,1124272792714,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['other_environment', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'partially_visible', 'right': 'partially_visible'}",q0,0.0,,7778b4980b2bf2ae6d777a0a33a699371be5b84fad8f1b9bf63c732ee720a0a9,
car_2e84f0c3e245_003060.jpg,images/car_2e84f0c3e245_003060.jpg,,car,car_2e84f0c3e245,3060,1361254376475,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'out_of_frame', 'right': 'out_of_frame'}",q3,0.8449916351932272,,694529d59636eb74745a468a6d3d3e3d47e1cf7cd8d6e1b92b56c136ffc871d9,
car_2e84f0c3e245_003440.jpg,images/car_2e84f0c3e245_003440.jpg,,car,car_2e84f0c3e245,3440,1399251908224,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q3,0.9944609982609859,,1a15a144e76d579c51bf368d8fab07d87c4abc1f88795f68eabbc1b72495eb5e,
car_2e84f0c3e245_002630.jpg,images/car_2e84f0c3e245_002630.jpg,,car,car_2e84f0c3e245,2630,1318257262182,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q2,0.6654406626762606,,dce0377b6de03f1d3d256aaf0f2f556a746245b231842e0d6fbe17c48b6056fb,
car_2e84f0c3e245_001790.jpg,images/car_2e84f0c3e245_001790.jpg,,car,car_2e84f0c3e245,1790,1234264173182,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q1,0.33639653258630625,,fe1665d20da370fb9fac465d6989e0b5a65ff007204f3b5a7fc60ad94f912e7b,
car_2e84f0c3e245_001210.jpg,images/car_2e84f0c3e245_001210.jpg,,car,car_2e84f0c3e245,1210,1176267711349,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'visible'}",q0,0.06019577217557601,,ad50c5d52fed38f2ac18ab5938163bfd3e24f39483fc27961ccdbd67b9cfda46,
car_2e84f0c3e245_002310.jpg,images/car_2e84f0c3e245_002310.jpg,,car,car_2e84f0c3e245,2310,1286260326308,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['other_environment', 'road_boundary_or_obstacle', 'road_surface', 'traffic_sign', 'vehicle']",,"{'left': 'visible', 'right': 'visible'}",q2,0.5641739925480451,,d602d17e93ddd688a85f89d040f3135c3686eef3cc3237d1d1370a7bc75e8539,
car_2e84f0c3e245_000140.jpg,images/car_2e84f0c3e245_000140.jpg,,car,car_2e84f0c3e245,140,1069277105735,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['other_environment', 'pedestrian', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'out_of_frame'}",q0,0.0,,6d8558de27a064c069b0b687370590f15edcab010e6a54ae9dccb954eafa9c2f,
car_2e84f0c3e245_002070.jpg,images/car_2e84f0c3e245_002070.jpg,,car,car_2e84f0c3e245,2070,1262262585402,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'visible'}",q1,0.46176855345174617,,947937ace99e38b0bc7196ebd9b22fd6a01a79f27e2706b3fc980dc2f8dfa6eb,
car_2e84f0c3e245_001720.jpg,images/car_2e84f0c3e245_001720.jpg,,car,car_2e84f0c3e245,1720,1227265500412,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'out_of_frame', 'right': 'out_of_frame'}",q1,0.33159581348186734,,efcd57531510173718047b1ccf8496f1d74d31257e9535cd2a715caf3dd0e3aa,
car_2e84f0c3e245_003480.jpg,images/car_2e84f0c3e245_003480.jpg,,car,car_2e84f0c3e245,3480,1403251294516,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'out_of_frame', 'right': 'out_of_frame'}",q3,1.0,,dc7950b1f048432bd764692aab8fb4b3d245b8128cf0c16267991d7bfc00c60f,
car_2e84f0c3e245_001880.jpg,images/car_2e84f0c3e245_001880.jpg,,car,car_2e84f0c3e245,1880,1243264097391,cockpit_training,[cockpit_training] extends coverage of already represented conditions,"['lane_marking', 'other_environment', 'road_boundary_or_obstacle', 'road_surface', 'vehicle']",,"{'left': 'visible', 'right': 'visible'}",q1,0.3725330316181016,,dd75cc48473d4fa2ca2060bb1bc9f0dbb84c0c652e6056688e4ab67ba4aef69e,
